scrappedUrl	eventname	startdate	enddate	timing	eventinfo	ticketlist	orgProfile	orgname	orgweb	logo	sposor	agendalist	type	category	city	country	venue	event_website	googlePlaceUrl	ContactMail	Speakerlist	online_event
https://www.imperial.ac.uk/events/153945/department-seminar-dr-douglas-h-kelley/	Department Seminar: Dr Douglas H. Kelley	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""05:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	PLEASE NOTE: This seminar is a hybrid event taking place in-person and online.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Royal School Of Mines, South Kensington Campus	https://www.imperial.ac.uk/events/153945/department-seminar-dr-douglas-h-kelley/	https://www.google.com/maps?q=Royal+School+Of+Mines,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjjtvvX3bD7AhURTGwGHWN0CR0Q0pQJegQIEBAB	"[""a.aofolaju@imperial.ac.uk"", ""s.au@imperial.ac.uk""]"	"[{""name"": ""Dr Douglas H. Kelley"", ""title"": ""Associate Professor of Mechanical Engineering"", ""link"": ""http://hajim.rochester.edu/me/sites/kelley""}]"	0
https://www.imperial.ac.uk/events/152353/small-videos-big-ideas-the-bbcs-melissa-hogenboom/	Small Videos, Big Ideas – the BBC’s Melissa Hogenboom	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""06:30PM"", ""end_time"": ""07:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	From going troll hunting in Iceland, to searching for her cosmic twin in a parallel universe, to tracing the footsteps of the world’s last Neanderthals, Melissa Hogenboom – a 2017 winner of the AAAS Kavli Science Journalism Award — has used her storytelling skills to engage the public and challenge the imagination.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Sir Alexander Fleming Building, South Kensington Campus	https://www.imperial.ac.uk/events/152353/small-videos-big-ideas-the-bbcs-melissa-hogenboom/	https://www.google.com/maps?q=Sir+Alexander+Fleming+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj7m6Xe3bD7AhW2S2wGHfjFD_oQ0pQJegQICRAB	"[""r.plested@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/152709/imperial-lates-tiny-science/	Imperial Lates: Tiny Science	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""07:00PM"", ""end_time"": ""10:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Explore the little discoveries changing the world with a fun evening of tiny talks, small stands and wee art workshops delivered by life-size scientists.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	College Main Entrance, South Kensington Campus	https://www.imperial.ac.uk/events/152709/imperial-lates-tiny-science/	https://www.google.com/maps?q=College+Main+Entrance,+South+Kensington+Campus+&sa=X&ved=2ahUKEwizqsvy3bD7AhVDSmwGHQgjAF4Q0pQJegQICxAB	"[""Lates@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/154554/invisible-warrior-scd-at-the-imperial-lates-get-to-know-your-red-blood-cells/	Invisible Warrior SCD at the Imperial Lates – Get to know your red blood cells	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""07:00PM"", ""end_time"": ""10:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	We are joining the first Imperial Lates of this academic year: Tiny Science.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Main Entrance Imperial College London	https://www.imperial.ac.uk/events/154554/invisible-warrior-scd-at-the-imperial-lates-get-to-know-your-red-blood-cells/	https://www.google.com/maps?q=Main+Entrance+Imperial+College+London+&sa=X&ved=2ahUKEwjllYeJ3rD7AhV1TWwGHd3LAvoQ0pQJegQIEBAB	"[""invisiblewarrior.scd@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/154245/imperial-lates-tiny-science-2/	Dr Joseph Levermore speaker at the Imperial Lates: Tiny Science Public Event	2022-11-17	2022-11-17	"[{""type"": ""general"", ""Start_time"": ""07:45PM"", ""end_time"": ""08:45PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Dr Joseph Levermore, Research Associate in the Microplastics Team, Environmental Research Group,  will be leading the Imperial Lates: Tiny Science event on 10th November, the event explores the little discoveries changing in the world with a fun evening of tiny talks, small stands and wee art workshops delivered by life-size scientists.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	College Main Entrance, South Kensington Campus	https://www.imperial.ac.uk/events/154245/imperial-lates-tiny-science-2/	https://www.google.com/maps?q=College+Main+Entrance,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiipsWf3rD7AhUTT2wGHaI0A2UQ0pQJegQICxAB	"[""j.levermore@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/154802/cbelonging-exploring-our-lived-experiences-3/	Belonging – Exploring Our Lived Experiences	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""01:30PM"", ""end_time"": ""02:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Belonging is a series of candid interviews with Black, Asian and Minority Ethnic students, academics and professionals sharing their experiences and insights into finding their sense of belonging.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/154802/cbelonging-exploring-our-lived-experiences-3/		"[""imperialasonechairs@imperial.ac.uk""]"		1
https://www.imperial.ac.uk/events/155740/quantum-chemistry-and-electronic-structure-beyond-the-electron/	Quantum Chemistry and Electronic Structure Beyond the Electron	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""03:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Quantum chemistry and electronic structure calculations are primarily concerned with establishing the behaviour of electrons in molecules and solids.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155740/quantum-chemistry-and-electronic-structure-beyond-the-electron/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjl5KjD3rD7AhUXUGwGHfioAFYQ0pQJegQIEBAB	"[""p.dornellas@imperial.ac.uk""]"	"[{""name"": ""Gino Cassella"", ""title"": ""Imperial"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/155790/geometry-and-topology-seminars-5-7/	Geometry and Topology Seminars	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""02:30PM"", ""end_time"": ""03:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Geometry And Topology Seminars  2022-11-18 - 2022-11-18	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155790/geometry-and-topology-seminars-5-7/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiLhs3S3rD7AhVtR2wGHVzQCBcQ0pQJegQIEBAB	"[""p.cascini@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/152267/lloyd-fung/	Lloyd Fung: From sinking spheroids to chemotactic collapse: Continuum modelling of dilute active Brownian particle suspension	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""03:00PM"", ""end_time"": ""04:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Lloyd Fung: From Sinking Spheroids To Chemotactic Collapse: Continuum Modelling Of Dilute Active Brownian Particle Suspension  2022-11-18 - 2022-11-18	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/152267/lloyd-fung/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwju367s3rD7AhUbR2wGHYhwB_UQ0pQJegQIEBAB	"[""e.keaveny@imperial.ac.uk"", ""o.schnitzer@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/153505/adam-sykulski-imperial-tba/	Adam Sykulski (Imperial) and Yanbo Tang (Imperial)	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""03:00PM"", ""end_time"": ""05:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Adam Sykulski (Imperial) And Yanbo Tang (Imperial)  2022-11-18 - 2022-11-18	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Chemistry, South Kensington Campus	https://www.imperial.ac.uk/events/153505/adam-sykulski-imperial-tba/	https://www.google.com/maps?q=Chemistry,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj9grGE37D7AhUcTmwGHU_MAhIQ0pQJegQIChAB	"[""c.pike-burke@imperial.ac.uk""]"	"[{""name"": ""Adam Sykulski"", ""title"": ""Imperial College"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/154082/dr-diana_fusco_phage_bacteria/	Dr Diana Fusco: The role and evolution of stochasticity in phage-bacteria interactions	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""03:00PM"", ""end_time"": ""04:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	In an attempt to provide and test a hypothesis for our surprising experiment, I will present simulation results revealing that a slightly wider distribution of lysis time can confer 4-5% fitness advantage to a phage population, while going undetected in traditional phenotypic assays. To bypass this problem and precisely quantify the amount of stochasticity in phage-bacteria interactions, I will introduce a novel platform that leverages CRISPR gene editing of phages and mother-machine microfluidic experiments to monitor phage infection dynamics at single-cell resolution over thousands of cells simultaneously.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Royal School Of Mines, South Kensington Campus	https://www.imperial.ac.uk/events/154082/dr-diana_fusco_phage_bacteria/	https://www.google.com/maps?q=Royal+School+Of+Mines,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiN4fiN37D7AhV8SmwGHU0pDbIQ0pQJegQIBxAB	"[""c.lee@imperial.ac.uk""]"	"[{""name"": ""Dr Diana Fusco"", ""title"": ""University of Cambridge"", ""link"": ""https://dianafusco.wixsite.com/fuscolab""}]"	0
https://www.imperial.ac.uk/events/154602/thamarai-valli-venkatachalam-birational-geometry-tbc-junior-geometry-seminar/	Thamarai Valli Venkatachalam — Minimal model program for surfaces (Junior Geometry Seminar)	2022-11-18	2022-11-18	"[{""type"": ""general"", ""Start_time"": ""06:30PM"", ""end_time"": ""07:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Abstract: TBA	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/154602/thamarai-valli-venkatachalam-birational-geometry-tbc-junior-geometry-seminar/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjj8vyS37D7AhXnTGwGHdl8BB8Q0pQJegQIEBAB	"[""daniil.mamaev@kcl.ac.uk"", ""r.carini19@imperial.ac.uk"", ""thamarai.venkatachalam.21@ucl.ac.uk""]"	"[{""name"": ""Thamarai Valli Venkatachalam"", ""title"": ""LSGNT"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/116404/hands-on-data-analysis-for-metabolic-profiling/	Hands-on Data Analysis for Metabolic Profiling Online course	2022-11-21	2022-11-25	"[{""type"": ""general"", ""Start_time"": ""01:30PM"", ""end_time"": ""02:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	This course will be run as an online course, with Live lectures and tutorials using Zoom.	"[{""type"": ""paid"", ""price"": ""800"", ""currency"": ""£""}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/116404/hands-on-data-analysis-for-metabolic-profiling/		"[""cpd@imperial.ac.uk""]"		1
https://www.imperial.ac.uk/events/154820/lymphoid-tissue-remodeling-controlled-by-fibroblast-network-mechanics/	Lymphoid tissue remodeling controlled by fibroblast network mechanics	2022-11-21	2022-11-21	"[{""type"": ""general"", ""Start_time"": ""01:30PM"", ""end_time"": ""02:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	The next talk in the Inflammation, Repair and Development seminar series will be given by Dr Sophie Acton, LMCB Junior Group Leader, Cancer Research UK Fellow at the MRC Laboratory of Molecular Cell Biology, University College London.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Sir Alexander Fleming Building, South Kensington Campus	https://www.imperial.ac.uk/events/154820/lymphoid-tissue-remodeling-controlled-by-fibroblast-network-mechanics/	https://www.google.com/maps?q=Sir+Alexander+Fleming+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjIxOSt37D7AhVFiWMGHVqiADsQ0pQJegQIDBAB	"[""r.joulia@imperial.ac.uk"", ""g.moss@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/105985/food-allergy/	Food hypersensitivity	2022-11-21	2022-11-25	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	This course will be delivered in a blended format with live online sessions, in person teaching and pre-recorded materials.	"[{""type"": ""paid"", ""price"": ""790"", ""currency"": ""£""}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/105985/food-allergy/		"[""e.moreno@imperial.ac.uk""]"		1
https://www.imperial.ac.uk/events/154955/george-institute-launch/	Launch of The George Institute for Global Health at Imperial College London	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""11:00AM"", ""end_time"": ""06:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	The George Institute for Global Health and Imperial College London’s dynamic and progressive collaboration was formally established in early 2022 to work across several core research areas: health systems science, multimorbidity, women’s health, clinical trials, and planetary health.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/154955/george-institute-launch/		"[""r.plested@imperial.ac.uk"", ""d.walsh@imperial.ac.uk""]"		1
https://www.imperial.ac.uk/events/153567/nelder-fellow-lecture-series-prof-jean-david-benamou-3-2/	Nelder Fellow Lecture Series – Prof Jean-David Benamou	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""12:00PM"", ""end_time"": ""02:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	 	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Chemistry, South Kensington Campus	https://www.imperial.ac.uk/events/153567/nelder-fellow-lecture-series-prof-jean-david-benamou-3-2/	https://www.google.com/maps?q=Chemistry,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiAivzg37D7AhWNtmMGHS7yCYcQ0pQJegQIBhAB	"[""colin.cotter@imperial.ac.uk""]"	"[{""name"": ""Jean-David Benamou"", ""title"": ""Prof"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/152051/modular-structure-in-labour-networks-reveals-skill-basins/	Modular structure in labour networks reveals skill basins	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""01:00PM"", ""end_time"": ""02:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	A Centre for Complexity Science seminar.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Electrical & Electronic Engineering, South Kensington Campus	https://www.imperial.ac.uk/events/152051/modular-structure-in-labour-networks-reveals-skill-basins/	https://www.google.com/maps?q=Electrical+%26+Electronic+Engineering,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjt0LHq37D7AhWUimMGHebnDMoQ0pQJegQIDRAB	"[""t.evans@imperial.ac.uk"", ""h.jensen@imperial.ac.uk""]"	"[{""name"": ""Neave O'Clery"", ""title"": ""Associate Professor in Applied Urban Science"", ""link"": ""https://www.ucl.ac.uk/bartlett/casa/people/dr-neave-oclery""}]"	0
https://www.imperial.ac.uk/events/154846/postgraduate-study-msc-in-health-data-analytics-and-machine-learning-webinar/	Postgraduate study | MSc in Health Data Analytics and Machine Learning webinar	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""03:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Learn about Imperial College London’s MSc in Health Data Analytics and Machine Learning from course leaders and teaching fellows from the School of Public Health.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/154846/postgraduate-study-msc-in-health-data-analytics-and-machine-learning-webinar/		"[""msc-health-data-sph@imperial.ac.uk""]"	"[{""name"": ""Marc Chadeau-Hyam"", ""title"": ""Professor of Computational Epidemiology and Biostatistics"", ""link"": ""https://www.imperial.ac.uk/people/m.chadeau""}]"	1
https://www.imperial.ac.uk/events/155726/jakob-ruess-pasteur-from-single-cells-to-microbial-consortia-and-back-stochastic-chemical-kinetics-coupled-to-population-dynamics/	Jakob Ruess (Pasteur): From single cells to microbial consortia and back: stochastic chemical kinetics coupled to population dynamics	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""03:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Jakob Ruess (Pasteur): From Single Cells To Microbial Consortia And Back: Stochastic Chemical Kinetics Coupled To Population Dynamics  2022-11-22 - 2022-11-22	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155726/jakob-ruess-pasteur-from-single-cells-to-microbial-consortia-and-back-stochastic-chemical-kinetics-coupled-to-population-dynamics/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj2u__337D7AhVMtGMGHTL7AfUQ0pQJegQIEBAB	"[""p.thomas@imperial.ac.uk""]"	"[{""name"": ""Jakob Ruess"", ""title"": ""Pasteur Institute / INRIA"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/154180/lukas-szpruch-tbd/	Lukas Szpruch: TBD	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""02:30PM"", ""end_time"": ""03:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Lukas Szpruch: Tbd  2022-11-22 - 2022-11-22	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Weeks Hall, South Kensington Campus	https://www.imperial.ac.uk/events/154180/lukas-szpruch-tbd/	https://www.google.com/maps?q=Weeks+Hall,+South+Kensington+Campus+&sa=X&ved=2ahUKEwiy0-iG4LD7AhWW7TgGHdVYB68Q0pQJegQIEBAB	"[""d.itkin@imperial.ac.uk""]"	"[{""name"": ""Lukas Szpruch"", ""title"": ""Reader"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/155685/theory-group-seminar-enrico-barausse/	Theory group seminar: Enrico Barausse	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""02:30PM"", ""end_time"": ""04:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Theory Group Seminar: Enrico Barausse  2022-11-22 - 2022-11-22	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155685/theory-group-seminar-enrico-barausse/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjyi6WX4LD7AhWWgWMGHZ2xCvgQ0pQJegQIEBAB	"[""s.hosseini@imperial.ac.uk""]"	"[{""name"": ""Enrico Barausse"", ""title"": ""SISSA (Trieste, Italy)"", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/155504/meet-the-researcher-annie-from-the-department-of-chemistry-2/	Meet the Researcher – Annie from the Department of Chemistry	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""05:30PM"", ""end_time"": ""06:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Annie Sahota is a Chemical Biology PhD student at Imperial College London and has a degree in Chemistry.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/155504/meet-the-researcher-annie-from-the-department-of-chemistry-2/		"[""outreach@imperial.ac.uk""]"	"[{""name"": ""Annie Sahota"", ""title"": ""Research Postgraduate Chemistry"", ""link"": """"}]"	1
https://www.imperial.ac.uk/events/154121/sir-ernst-chain-lecture-and-silwood-75th-anniversary-exhibition-at-south-kensington/	Sir Ernst Chain Lecture and Silwood 75th Anniversary Exhibition at South Kensington	2022-11-22	2022-11-22	"[{""type"": ""general"", ""Start_time"": ""06:00PM"", ""end_time"": ""08:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Please register your attendance on Eventbrite by Friday 4 November 2022 if you would like to attend this event.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	City and Guilds Building, South Kensington Campus	https://www.imperial.ac.uk/events/154121/sir-ernst-chain-lecture-and-silwood-75th-anniversary-exhibition-at-south-kensington/	https://www.google.com/maps?q=City+and+Guilds+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj0zMKr4LD7AhV1iGMGHbGFDxkQ0pQJegQIDBAB	"[""e.govan@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/152437/isst-talks-with-i-x-digital-privacy-and-consumer-iot-systems/	ISST Talks with I-X: Digital privacy and consumer IoT systems	2022-11-23	2022-11-23	"[{""type"": ""general"", ""Start_time"": ""01:00PM"", ""end_time"": ""03:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Consumer Internet of Things (IoT) systems are increasingly popular, but with few security regulations and standards in the sector, device abuse is a growing problem worldwide.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Translation and Innovation Hub (I-HUB), White City Campus	https://www.imperial.ac.uk/events/152437/isst-talks-with-i-x-digital-privacy-and-consumer-iot-systems/	https://www.google.com/maps?q=Translation+and+Innovation+Hub+(I-HUB),+White+City+Campus+&sa=X&ved=2ahUKEwjZj62_4LD7AhVhSGwGHevrBzkQ0pQJegQIDBAB	"[""j.cooper@imperial.ac.uk""]"	"[{""name"": ""Dr Hamed Haddadi"", ""title"": ""Care Research and Technology Centre and the UK Dementia Research Institute (UK DRI)."", ""link"": """"}]"	0
https://www.imperial.ac.uk/events/154841/postgraduate-study-msc-in-epidemiology-admissions-webinar-3/	Postgraduate study | MSc in Epidemiology admissions webinar	2022-11-23	2022-11-23	"[{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""03:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Learn about Imperial College London’s MSc in Epidemiology from course leaders and teaching fellows from the School of Public Health.	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/									https://www.imperial.ac.uk/events/154841/postgraduate-study-msc-in-epidemiology-admissions-webinar-3/		"[""msc-epidemiology@imperial.ac.uk""]"		1
https://www.imperial.ac.uk/events/155566/string-theory-seminar-amr-ahmadain-the-off-shell-sphere-partition-function-generalized-tseytlins-prescriptions-and-black-hole-entropy/	String theory seminar: Amr Ahmadain – The off-shell sphere partition function, (Generalized) Tseytlin’s prescriptions and black hole entropy	2022-11-23	2022-11-23	"[{""type"": ""general"", ""Start_time"": ""02:30PM"", ""end_time"": ""03:30PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	String Theory Seminar: Amr Ahmadain – The Off-Shell Sphere Partition Function, (Generalized) Tseytlin’S Prescriptions And Black Hole Entropy  2022-11-23 - 2022-11-23	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/155566/string-theory-seminar-amr-ahmadain-the-off-shell-sphere-partition-function-generalized-tseytlins-prescriptions-and-black-hole-entropy/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwjdwdHd4LD7AhWkTGwGHbbyCfcQ0pQJegQICBAB	"[""f.valach@imperial.ac.uk""]"		0
https://www.imperial.ac.uk/events/154731/junior-analysis-seminar-valentin-schwinte-lorraine/	Junior Analysis Seminar: Valentin Schwinte (Lorraine)	2022-11-23	2022-11-23	"[{""type"": ""general"", ""Start_time"": ""03:00PM"", ""end_time"": ""04:00PM"", ""timezone"": ""GMT"", ""days"": ""all""}]"	Junior Analysis Seminar: Valentin Schwinte (Lorraine)  2022-11-23 - 2022-11-23	"[{""type"": ""free"", ""price"": """", ""currency"": """"}]"	Imperial is a global top ten university with a world-class reputation in science, engineering, business and medicine.	Imperial	https://www.imperial.ac.uk/							United Kingdom	Huxley Building, South Kensington Campus	https://www.imperial.ac.uk/events/154731/junior-analysis-seminar-valentin-schwinte-lorraine/	https://www.google.com/maps?q=Huxley+Building,+South+Kensington+Campus+&sa=X&ved=2ahUKEwj7m4j24LD7AhWWRmwGHfK2DygQ0pQJegQIEBAB	"[""gemma.hood19@imperial.ac.uk"", ""a.del-zotto20@imperial.ac.uk"", ""m.nualart-batalla20@imperial.ac.uk"", ""s.gupta19@imperial.ac.uk""]"		0
